dataset,model,corruption,severity,endpoint_type,n_images,delta_q_all,delta_e_all,delta_e_ci_low,delta_e_ci_median,delta_e_ci_high,delta_e_small,delta_e_large,delta_psi,delta_psi_ci_low,delta_psi_ci_median,delta_psi_ci_high
coco,yolo11x,gaussian_noise,1,area,5000,0.009104637830755768,0.001551866217317066,-0.001824069983667756,0.0012284986045527635,0.00449272935813873,0.01088097874278815,0.0029044738071347664,0.007976504935653383,-0.005389219613176009,0.0055585884838783295,0.017423143870324988
coco,yolo11x,gaussian_noise,3,area,5000,0.009104637830755768,0.002525404013766719,-0.001465941055323862,0.0019418916450599788,0.005693971911495916,0.009332712881437555,0.007594149706518172,0.001738563174919383,-0.011968226229038452,0.0021917703753348283,0.014787730789218603
coco,yolo11x,gaussian_noise,5,area,5000,0.009104637830755768,-0.008940510015295444,-0.01283538404441145,-0.00915340256864508,-0.005776560850028785,-0.0016193754877516509,-0.014625812718262243,0.013006437230510592,-0.0006982245069426386,0.012764624754357662,0.027225417906817054
coco,yolo11x,jpeg,1,area,5000,0.009104637830755768,-0.0018678424099297652,-0.005354352175127833,-0.0018322716695435837,0.0014240558311260768,0.004943870728485011,0.00330692461226334,0.0016369461162216714,-0.01170334071749503,0.002200254948156094,0.014403640535682757
coco,yolo11x,jpeg,3,area,5000,0.009104637830755768,-0.012414331683683721,-0.016414693571026002,-0.012624001366968507,-0.00872868865740743,-0.008919068642038286,-0.01157263582494883,0.0026535671829105434,-0.0166655291660043,-0.000624752718179189,0.013453606244568865
coco,yolo11x,jpeg,5,area,5000,0.009104637830755768,-0.04229230936884615,-0.04733098926868547,-0.04250048334559017,-0.03801300855614608,-0.015859880263138088,-0.06363524764732026,0.04777536738418217,0.03151346631908361,0.046453332633622044,0.06327799401463734
coco,yolo11x,motion_blur,1,area,5000,0.009104637830755768,0.0009436518989046627,-0.0019931830373282667,0.0008529968667239374,0.0037199297680531917,0.008359089180053098,0.006030625699979697,0.0023284634800734005,-0.014309236342218978,0.0014602998702127334,0.016411062993036334
coco,yolo11x,motion_blur,3,area,5000,0.009104637830755768,0.0003519338570085462,-0.0036513855352008698,0.00016501181702460732,0.003916929560488994,0.00013487218089569541,0.013063064050578777,-0.012928191869683081,-0.029369778726184004,-0.014752426365564397,0.000822160056491202
coco,yolo11x,motion_blur,5,area,5000,0.009104637830755768,0.0017398863045780533,-0.0020640918405029434,0.0016839756534377526,0.00538722369160191,-0.005581656861090578,0.017160667143942154,-0.022742324005032732,-0.03994470692810198,-0.024100200216549406,-0.008370576120169549
kitti,yolo11m,fog,1,area,1496,0.03966716290287109,-0.005604186658212829,-0.014910655613774627,-0.0053335867476387855,0.004094242920743907,0.003872468604152135,-0.006229186856973823,0.010101655461125958,-0.013138552291204569,0.008872000057789486,0.031392662808640025
kitti,yolo11m,fog,3,area,1496,0.03966716290287109,0.0017982968811793842,-0.007586400981499941,0.002071796826451311,0.011606549915490927,0.014645531998517591,-0.0012727716035901837,0.015918303602107775,-0.008771346571821576,0.01656109923066898,0.048212531070371656
kitti,yolo11m,fog,5,area,1496,0.03966716290287109,0.015256407595801214,0.003433483420700856,0.01589374071663166,0.030305833398389357,0.010414768988441181,0.01437134537999607,-0.003956576391554889,-0.03695371514373134,-0.0038665874712602577,0.02824496546316921
kitti,yolo11m,gaussian_noise,1,area,1496,0.03966716290287109,0.02669899918455043,0.016477989337259205,0.02702790999565091,0.03755788892628913,0.009119192694952982,0.0451352804741445,-0.03601608777919152,-0.05796724137564397,-0.03664353291163169,-0.013221125969630062
kitti,yolo11m,gaussian_noise,3,area,1496,0.03966716290287109,-0.0033181323232885918,-0.011215743558344348,-0.0033254991557267743,0.004049161111597842,-0.01316688313788561,0.003199401195858931,-0.01636628433374454,-0.03996713208226447,-0.016214584091370637,0.004660327720758916
kitti,yolo11m,gaussian_noise,5,area,1496,0.03966716290287109,-0.036580780610302455,-0.041919554607861786,-0.03611653233722445,-0.030745756569400415,-0.04337252502115385,-0.016464591752877178,-0.026907933268276674,-0.04576818336622257,-0.026308334654021992,-0.009495153356989033
kitti,yolo11m,jpeg,1,area,1496,0.03966716290287109,-0.0040903137471473006,-0.009632989057801442,-0.0036455917242618763,0.002538348371795864,-0.0010546757630442993,-0.004237847302598574,0.003183171539554275,-0.01134636964640317,0.0024399846794026514,0.015629601087165306
kitti,yolo11m,jpeg,3,area,1496,0.03966716290287109,0.006212363268017884,-0.0009231773349923477,0.006456283352178738,0.014566247194326278,0.00014382662057410567,0.011078532018226506,-0.0109347053976524,-0.029067059226562962,-0.011138318735757824,0.007396367072952322
kitti,yolo11m,jpeg,5,area,1496,0.03966716290287109,-0.0015709262044679706,-0.00857239567482249,-0.0013507385018992069,0.006857848571509917,0.007473574701538088,0.0015599801098498123,0.005913594591688276,-0.01706720136948847,0.00637722419969905,0.03397815895702401
kitti,yolo11m,motion_blur,1,area,1496,0.03966716290287109,-0.0038972765327868197,-0.013677232958872543,-0.0037208416197451744,0.006237166329247477,-0.006891981334280262,-0.004347047823636818,-0.0025449335106434434,-0.024536629000986555,-0.0021693384444557706,0.020174917532767473
kitti,yolo11m,motion_blur,3,area,1496,0.03966716290287109,-0.03365686048511107,-0.04408081187986171,-0.03379168993034917,-0.02398683466865093,-0.04513408610716724,-0.018962925176669976,-0.02617116093049726,-0.059101918934620315,-0.025113828603279792,0.003430260967623614
kitti,yolo11m,motion_blur,5,area,1496,0.03966716290287109,-0.042810739985394974,-0.05092642790022988,-0.04297167396546703,-0.03522508777935931,-0.044372304728448775,-0.024300510451059076,-0.0200717942773897,-0.04118480792673155,-0.018687512996486078,0.0017953976781281762
kitti,yolo11n,fog,1,area,1496,0.02137507477375178,-0.003990252887471568,-0.013332356033684354,-0.00338294029774433,0.00731237372483933,0.014524000240931034,-0.008324941614320958,0.022848941855251992,-0.007757360750139641,0.019914693665176314,0.04790122283367277
kitti,yolo11n,fog,3,area,1496,0.02137507477375178,0.006188107977101898,-0.0020116465297993044,0.006716672524997441,0.01811925228715744,0.03073778209180761,0.011917816558719485,0.018819965533088123,-0.01284560985084152,0.017056736331255123,0.04959876443436125
