dataset,model,corruption,severity,endpoint_type,n_images,delta_q_all,delta_e_all,delta_e_ci_low,delta_e_ci_median,delta_e_ci_high,delta_e_small,delta_e_large,delta_psi,delta_psi_ci_low,delta_psi_ci_median,delta_psi_ci_high
tt100k,yolo11x,fog,5,tt100k-height,3067,0.0007932389405710394,0.017699699714283645,-0.0015003009386537701,0.014338948107823657,0.030381594667321914,0.007281776685347463,0.017082710837296733,-0.00980093415194927,-0.028472623888313675,-0.0049503057658153715,0.019846029804526547
tt100k,yolo11x,gaussian_noise,1,tt100k-height,3067,0.0007932389405710394,0.016987505356947263,-0.005313567058961519,0.015269505800612537,0.036264338507128555,0.01824320228691856,0.027232265100868402,-0.008989062813949844,-0.03438530175454571,0.0026287359216621287,0.04023162944667627
tt100k,yolo11x,gaussian_noise,3,tt100k-height,3067,0.0007932389405710394,0.020882826326473092,-0.00031624284775196986,0.0179807278921999,0.0356038426837003,0.01243107867578383,0.02392966082982967,-0.011498582154045839,-0.03960451513793359,-0.00782371536137684,0.023830281899228846
tt100k,yolo11x,gaussian_noise,5,tt100k-height,3067,0.0007932389405710394,0.0021357249429863057,-0.015082785636263765,-0.0014651447403971618,0.012387716145683297,-0.02988018492143918,0.011685567260845353,-0.04156575218228453,-0.05896762720066248,-0.03567673926633885,-0.011562137920585218
tt100k,yolo11x,jpeg,1,tt100k-height,3067,0.0007932389405710394,0.008409466224277184,-0.008458239692817008,0.005811902673975022,0.020354839564830876,-0.01935043072374093,0.014817868445701654,-0.034168299169442584,-0.053662488909514104,-0.02787446638820648,-0.003045421343846993
tt100k,yolo11x,jpeg,3,tt100k-height,3067,0.0007932389405710394,0.007149028808351221,-0.012162858443007992,0.004651702674401681,0.020181294907587244,-0.008077831835705818,0.018651171931395982,-0.0267290037671018,-0.04594507257336227,-0.01763156363475521,0.012593470688368068
tt100k,yolo11x,jpeg,5,tt100k-height,3067,0.0007932389405710394,0.00759815687640264,-0.011171724248755836,0.005568952650504583,0.021567999092933204,-0.0128689432927519,0.008520388511507382,-0.02138933180425928,-0.04872422129804427,-0.012931770129897241,0.025656965889964814
tt100k,yolo11x,motion_blur,1,tt100k-height,3067,0.0007932389405710394,0.011410257112612898,-0.006980875003034012,0.008340011392617086,0.02463366492293968,-0.02241016307922994,0.015233539203629798,-0.03764370228285974,-0.0627180402183,-0.03261273242816029,-0.0017914072117210052
tt100k,yolo11x,motion_blur,3,tt100k-height,3067,0.0007932389405710394,0.0026701859891538615,-0.014216147295707266,0.0002479705182160119,0.016095778514286625,-0.028378653418100808,0.0034298518724523164,-0.031808505290553124,-0.054855074838706504,-0.02902854972710897,-0.002328618956843149
tt100k,yolo11x,motion_blur,5,tt100k-height,3067,0.0007932389405710394,-0.00031615192122413927,-0.016579390444211972,-0.003640930179332258,0.00961564410812769,-0.03212134906459857,0.004335904772882038,-0.03645725383748061,-0.053943824619326536,-0.03182067280117973,-0.0086772338595711
voc,yolo11m,fog,1,area,4952,0.01696877924064777,0.0001853652847726428,-0.0023799799823772975,0.0002134983012814784,0.002752226208531981,0.002527639306174667,0.001051835582197569,0.0014758037239770982,-0.04553641217901413,-0.012085865437947041,0.02407600715539275
voc,yolo11m,fog,3,area,4952,0.01696877924064777,-0.00024302265173536952,-0.002863228736840401,-0.00018686466518980094,0.002451424659242234,-0.019991791928884006,-0.0015420956649159212,-0.018449696263968085,-0.040774050706510884,-0.0013647522775862564,0.029124461855640715
voc,yolo11m,fog,5,area,4952,0.01696877924064777,-0.0009579876339083082,-0.003674133349681649,-0.000782498219912442,0.0020716206458891656,0.0019493497846979069,-0.0017783988322044308,0.0037277486169023377,-0.042580002548633096,0.004837247014728985,0.04849613710920003
voc,yolo11m,gaussian_noise,1,area,4952,0.01696877924064777,0.0011835298944696815,-0.0019108845874888675,0.0011128979649733806,0.004310764460905616,0.013647891559533554,0.0017151685867943245,0.01193272297273923,-0.030315770247171386,0.00046023502596742594,0.03840714457846739
voc,yolo11m,gaussian_noise,3,area,4952,0.01696877924064777,-0.002304071011527409,-0.006197947527344314,-0.0022776476364390064,0.0016765149749337922,0.01505684463955928,0.0010279195769138383,0.014028925062645442,-0.026871099160606746,0.0012413003043146853,0.03789256829596691
voc,yolo11m,gaussian_noise,5,area,4952,0.01696877924064777,-0.013288181902823826,-0.016964049007109176,-0.013173831059761304,-0.009141910003559335,0.0036181035973422704,-0.007167612908566101,0.010785716505908371,-0.03917482692982141,0.006800993695683363,0.05140646721610179
voc,yolo11m,jpeg,1,area,4952,0.01696877924064777,-0.0017395162496499639,-0.004270948515500181,-0.0015535309294781863,0.0012686731650558565,-0.005472212425011058,-0.000378272112989797,-0.005093940312021261,-0.05020508178179689,-0.006145525427882437,0.03287256610815962
voc,yolo11m,jpeg,3,area,4952,0.01696877924064777,-0.007798203886876465,-0.011144265220593755,-0.007935968224451029,-0.004621770124600067,0.002307243445598739,-0.006797016305316261,0.009104259750915,-0.03903258974614681,0.006863926928014505,0.05184282260565585
voc,yolo11m,jpeg,5,area,4952,0.01696877924064777,-0.02729683168175323,-0.03126321526684109,-0.027231035228257733,-0.0227485887216364,-0.013892022765076756,-0.025090778966134097,0.011198756201057342,-0.03606370502916898,0.014035377340822275,0.06255782027327732
voc,yolo11m,motion_blur,1,area,4952,0.01696877924064777,-0.0024565263032176876,-0.006239321289497185,-0.0023610184228454734,0.001284478285208327,0.009734490285272707,0.0020956311060946753,0.007638859179178031,-0.044867467638868404,0.007003189756861775,0.06647352949690272
voc,yolo11m,motion_blur,3,area,4952,0.01696877924064777,-0.0033861875251590123,-0.007368566857262286,-0.003240032300796669,0.000966241387373573,-0.0016321147459844587,0.004986079313486547,-0.006618194059471005,-0.04809662656849495,-0.003975180072726042,0.03827155156832999
voc,yolo11m,motion_blur,5,area,4952,0.01696877924064777,-0.01089234538091699,-0.014075712696968164,-0.010460315836996581,-0.0069160167898315444,-0.003950128166517408,-0.0022614343865691167,-0.0016886937799482915,-0.04409129810950217,0.00024233409247859106,0.04188451085572807
voc,yolo11n,fog,1,area,4952,0.006779562236755687,0.0002299116099072629,-0.0026602610633893243,0.00037595322453654045,0.0033742820335691858,0.0115087797827233,-0.0005146138586311633,0.012023393641354463,-0.013338198284818362,0.007065403260842457,0.026080229185049958
voc,yolo11n,fog,3,area,4952,0.006779562236755687,0.0046285414334164,0.0013410887584355575,0.004783263414768868,0.008040447599656294,0.02925289934540698,0.003423041131288773,0.025829858214118206,-0.031234542588017073,0.004489507372996374,0.04795495472821944
voc,yolo11n,fog,5,area,4952,0.006779562236755687,0.0056258472586699915,0.002282455763617583,0.005852742788320542,0.009503433241655429,-0.011956591267329314,0.007570611677520711,-0.019527202944850025,-0.07320070140639513,-0.021421134601495223,0.029827961610761046
voc,yolo11n,gaussian_noise,1,area,4952,0.006779562236755687,0.004726102641715912,0.0011033570814601129,0.004872734759269082,0.008652652753988757,0.06715697586850569,0.004586299853832743,0.06257067601467295,-0.015690491586800345,0.03027571224924895,0.07324578618105008
voc,yolo11n,gaussian_noise,3,area,4952,0.006779562236755687,0.004779463300679243,0.00027364923941600037,0.005162194803392389,0.009804751014019225,0.006863543213799728,0.004548042877470904,0.002315500336328824,-0.02753261703172394,-0.0003889378248866232,0.029596400165699387
voc,yolo11n,gaussian_noise,5,area,4952,0.006779562236755687,-0.0010693195383970067,-0.005004734204710065,-0.0007793117074390565,0.0034546292962561354,0.02803250746408005,-0.0022411212485763388,0.03027362871265639,-0.017150769482561883,0.010800969494177082,0.04726147743994068
voc,yolo11n,jpeg,1,area,4952,0.006779562236755687,0.0046042548282904106,0.0013427977761026554,0.00463852956032873,0.007947453388221537,0.022186219069054547,0.00479955305558466,0.017386666013469887,-0.02754259810958839,0.00458885221579855,0.04353276335998889
voc,yolo11n,jpeg,3,area,4952,0.006779562236755687,0.0044236411605004244,0.0008272758719367363,0.004469654914056709,0.008247811816600606,0.05433989916885848,0.005488564053920619,0.04885133511493786,-0.018860406506397996,0.017962035831139436,0.05847807727894304
voc,yolo11n,jpeg,5,area,4952,0.006779562236755687,-0.0010292914292108768,-0.005464163727276097,-0.0006706244296759145,0.003904561589704803,0.006152341958308563,-1.3098736569017166e-05,0.00616544069487758,-0.053038711813469634,-0.009452849922289036,0.03318976594891288
voc,yolo11n,motion_blur,1,area,4952,0.006779562236755687,-0.002237822997317007,-0.006772226025285449,-0.0019724982722218454,0.002314603049343407,0.01629581432992397,0.0004920296329750107,0.015803784696948958,-0.02987385371523327,0.009391869848449155,0.05759250219238296
voc,yolo11n,motion_blur,3,area,4952,0.006779562236755687,0.012351899649953924,0.007957303206548675,0.012751495276462826,0.017500041438136736,0.01572745137910278,0.016089261574835367,-0.000361810195732587,-0.04735805298001202,-0.018217198613126484,0.02069621884073647
voc,yolo11n,motion_blur,5,area,4952,0.006779562236755687,3.966537863031583e-05,-0.003147347340536433,0.0006145282606903057,0.004468249513704975,0.020662959065221392,0.001038411104430259,0.019624547960791133,-0.02547184539510994,0.0012704754171289495,0.037988305904443166
voc,yolo11x,fog,1,area,4952,0.009132409020690457,0.0019825725281705786,-0.0004002423814659983,0.0019501637970429364,0.0042786363818920975,0.004407767937739948,0.003343246589284976,0.001064521348454972,-0.04983197562256323,-0.010253768485663867,0.027815343379451157
voc,yolo11x,fog,3,area,4952,0.009132409020690457,0.0018749248561036325,-0.000884916534148969,0.001806476501143628,0.004383221903065112,-0.008425996760156651,0.0023513765080742655,-0.010777373268230916,-0.06598182135711865,-0.014596484103102603,0.03592022918008356
voc,yolo11x,fog,5,area,4952,0.009132409020690457,0.0038269993297315175,0.0007325119507093164,0.003737481940752352,0.0067472416930822,-0.04353978389392338,0.00480960292971766,-0.04834938682364104,-0.07773060969237656,-0.034445722192372574,0.009455260818070436
voc,yolo11x,gaussian_noise,1,area,4952,0.009132409020690457,0.004091097012330014,0.0011799311725245788,0.004077917760059946,0.00702077388443492,-0.033138756733976815,0.0053502453108941195,-0.038489002044870935,-0.07948891122365809,-0.02898787992073623,0.020915306838519124
voc,yolo11x,gaussian_noise,3,area,4952,0.009132409020690457,0.008768552198619606,0.005173925912966368,0.008607745755785934,0.012148825683556288,-0.013846953669947037,0.009360045498132408,-0.023206999168079445,-0.07653691397003348,-0.023434552277790455,0.024285384266114648
voc,yolo11x,gaussian_noise,5,area,4952,0.009132409020690457,0.007972999134486625,0.003895950859807808,0.008182262663812973,0.012255904867560284,-0.055988578568113984,0.01149400417769647,-0.06748258274581045,-0.10002805624378504,-0.05194536061519266,-0.010592698640691667
voc,yolo11x,jpeg,1,area,4952,0.009132409020690457,-0.0002733286635354659,-0.002758100362025953,-0.0003442480318984753,0.002136537916085063,-0.042250261424634006,-0.0009428395177323301,-0.041307421906901676,-0.0670591717933377,-0.025916287515526076,0.004150365282479952
voc,yolo11x,jpeg,3,area,4952,0.009132409020690457,-0.0009281487752964557,-0.003993235064797737,-0.0009487948587506012,0.0021533618879269597,-0.03905618241112224,0.00016394611170622575,-0.03922012852282847,-0.06810708117663533,-0.026330701334481982,0.006675379851000499
voc,yolo11x,jpeg,5,area,4952,0.009132409020690457,-0.030962774108888702,-0.03547482544980305,-0.030951504314435524,-0.02650570495357471,-0.05189965274552108,-0.03574805149375204,-0.016151601251769038,-0.05212811075396185,0.0007686096323596681,0.049778501472004376
voc,yolo11x,motion_blur,1,area,4952,0.009132409020690457,0.0034315411969509935,-9.149197750364657e-05,0.0035914553292121787,0.0073693981413190425,-0.018725313435626417,0.005434111273550757,-0.024159424709177174,-0.08984944976821785,-0.02332942744159311,0.04240440015118189
voc,yolo11x,motion_blur,3,area,4952,0.009132409020690457,0.014765167333730733,0.01126674822575146,0.015368979207860789,0.019565270784215594,-0.04169687336651351,0.021111204624395363,-0.06280807799090887,-0.08985730142595963,-0.049482976119416516,-0.018659506433319872
voc,yolo11x,motion_blur,5,area,4952,0.009132409020690457,0.0019750789266341773,-0.0017340571695975359,0.001958872228109587,0.005578004900159123,-0.04215175201228005,0.005853241242528506,-0.04800499325480856,-0.07403860309916879,-0.03351553354715628,-0.0031001589418856315
