dataset,model,precision,corruption,severity,clean_ap_native,corrupt_ap_native,d_native,clean_metric_sha256,corrupt_metric_sha256
kitti,yolo11n,int8-entropy,gaussian_noise,1,0.6168760538744196,0.5695028908606246,0.04737316301379502,57e9dabffe274fdb743f42bd58d25ff5d4d542f59b65015ad13dd9d12514539e,4a7eb52c717fc22e4dc5a75500278234e1d39d3794416da7910abcde69515d2a
kitti,yolo11n,fp8,gaussian_noise,1,0.6382511286481714,0.6005223998763398,0.03772872877183153,01f4adce4cb7e9d3bad65a806da496ce310d7443c0209712a32b3ada2030a596,6760d532e0ea6e616a98dce5b9eaa4e48555fcbd7a01b07cbbbc5ea89f4b7104
kitti,yolo11n,int8-entropy,gaussian_noise,3,0.6168760538744196,0.3578087950062335,0.25906725886818605,57e9dabffe274fdb743f42bd58d25ff5d4d542f59b65015ad13dd9d12514539e,191d9e3472a99d296969a34d94df008681876dcbd52fd873b0ae39effc921ea8
kitti,yolo11n,fp8,gaussian_noise,3,0.6382511286481714,0.3931241681934999,0.24512696045467147,01f4adce4cb7e9d3bad65a806da496ce310d7443c0209712a32b3ada2030a596,029d65e4be60de9c93db473306f7e158b7a5534cf9ae48eb65514c7343f00c86
kitti,yolo11n,int8-entropy,gaussian_noise,5,0.6168760538744196,0.06863274449623111,0.5482433093781884,57e9dabffe274fdb743f42bd58d25ff5d4d542f59b65015ad13dd9d12514539e,7a6a128bd433715ba7a47b2f73febd1e13f42a41bc20afc8855bcf3db57a0b3b
kitti,yolo11n,fp8,gaussian_noise,5,0.6382511286481714,0.07873841511872591,0.5595127135294454,01f4adce4cb7e9d3bad65a806da496ce310d7443c0209712a32b3ada2030a596,65eef2871642e374b8b8f9dcb6ed7879f1032fdfaf041294e3a8360ad1c306a4
kitti,yolo11n,int8-entropy,jpeg,1,0.6168760538744196,0.610733328759992,0.006142725114427594,57e9dabffe274fdb743f42bd58d25ff5d4d542f59b65015ad13dd9d12514539e,a5c9cd795474ba9a9d1d88b5b61bc1aad04ece13413f99d919b3f6643db0d65c
kitti,yolo11n,fp8,jpeg,1,0.6382511286481714,0.6337660991822199,0.004485029465951418,01f4adce4cb7e9d3bad65a806da496ce310d7443c0209712a32b3ada2030a596,ba9179e5f98fda8a7fc33443635a482c69926fc471258c0e0bb3783c4a692f1d
kitti,yolo11n,int8-entropy,jpeg,3,0.6168760538744196,0.6069075852812876,0.00996846859313194,57e9dabffe274fdb743f42bd58d25ff5d4d542f59b65015ad13dd9d12514539e,fc3c8c8d70c465e406b19b03898f7210de564483fe4f3664521c25641726199d
kitti,yolo11n,fp8,jpeg,3,0.6382511286481714,0.6274120646378796,0.010839064010291777,01f4adce4cb7e9d3bad65a806da496ce310d7443c0209712a32b3ada2030a596,c4615f6eeeabcfbd9b63fea12cb8a99358acdaa7737941ae9337e89000fbc2b6
kitti,yolo11n,int8-entropy,jpeg,5,0.6168760538744196,0.5868238233792089,0.030052230495210663,57e9dabffe274fdb743f42bd58d25ff5d4d542f59b65015ad13dd9d12514539e,74417fbf4f6e50fce18e6ea5009e82f0b894fa11a806882e320eabc97859acbf
kitti,yolo11n,fp8,jpeg,5,0.6382511286481714,0.6123684284773184,0.025882700170852924,01f4adce4cb7e9d3bad65a806da496ce310d7443c0209712a32b3ada2030a596,62a2c915b023a5494fa7f196cd7b123996b0bc8229ee4b935b823b3ce07c78f8
kitti,yolo11n,int8-entropy,motion_blur,1,0.6168760538744196,0.5985600626360856,0.01831599123833394,57e9dabffe274fdb743f42bd58d25ff5d4d542f59b65015ad13dd9d12514539e,eacac916d345e0f8a0964a3fb1fd99f40d2d2a8d4224ebc7bfcbdac362b34655
kitti,yolo11n,fp8,motion_blur,1,0.6382511286481714,0.6126418514042105,0.025609277243960893,01f4adce4cb7e9d3bad65a806da496ce310d7443c0209712a32b3ada2030a596,413413ddbe9cbd023bcd4004070bb16d721964d6154ea13db0c74bbfa7573dc0
kitti,yolo11n,int8-entropy,motion_blur,3,0.6168760538744196,0.28060068000297445,0.3362753738714451,57e9dabffe274fdb743f42bd58d25ff5d4d542f59b65015ad13dd9d12514539e,bdc4c1b2190c29d51b78ad0fd1af76c79725a78f3f65276399deb7ae95615777
kitti,yolo11n,fp8,motion_blur,3,0.6382511286481714,0.27490367814583594,0.3633474505023354,01f4adce4cb7e9d3bad65a806da496ce310d7443c0209712a32b3ada2030a596,fe03da3840453aadf53c50614cc3bc3928b070db1fc2b5d4128820b2dc14aff0
kitti,yolo11n,int8-entropy,motion_blur,5,0.6168760538744196,0.061078800463202174,0.5557972534112174,57e9dabffe274fdb743f42bd58d25ff5d4d542f59b65015ad13dd9d12514539e,0d2b3e39408c49345d4deb6cdf2cef4d70a7544a5c95ece9c1cfdc751d5673f8
kitti,yolo11n,fp8,motion_blur,5,0.6382511286481714,0.06546667299728891,0.5727844556508824,01f4adce4cb7e9d3bad65a806da496ce310d7443c0209712a32b3ada2030a596,df474aa13cf799cf0eae9c1abc0b8b809ea01551ced53063eac3d32d7711d029
kitti,yolo11x,int8-entropy,fog,1,0.7082145237106435,0.6624150351097657,0.04579948860087779,7213f4b6b725f817815baf2ccff9b68d632b35dcfdb4addc99f314301d55e9c9,94f9072f995db071578dde0181d84971402ad9b53c936ff34cecb569175088a3
kitti,yolo11x,fp8,fog,1,0.7225778021304365,0.6744066931349121,0.04817110899552446,746bc19eeb62421adf2e600ea618681ea3abcb01a3785dff60a244eef970945a,763e064fa021d4f0795c373b9f01a54d9c6759f1d9061bd453a3370c7154bfa9
kitti,yolo11x,int8-entropy,fog,3,0.7082145237106435,0.6086968711266243,0.09951765258401923,7213f4b6b725f817815baf2ccff9b68d632b35dcfdb4addc99f314301d55e9c9,05dcb7886244f78e697cbe0486b8a17ad082713b6d6468f803111df0b9f41599
kitti,yolo11x,fp8,fog,3,0.7225778021304365,0.6177906831960482,0.1047871189343883,746bc19eeb62421adf2e600ea618681ea3abcb01a3785dff60a244eef970945a,fd57c9c77c540e28118121e84be54bffbae48cad98942955355907d681e6143e
kitti,yolo11x,int8-entropy,fog,5,0.7082145237106435,0.5522485536345084,0.1559659700761351,7213f4b6b725f817815baf2ccff9b68d632b35dcfdb4addc99f314301d55e9c9,d25ec932eac5dc5ccea64f248ed91c72ecfa55183f06f3b1614fb67380649d15
kitti,yolo11x,fp8,fog,5,0.7225778021304365,0.5623088761684888,0.16026892596194775,746bc19eeb62421adf2e600ea618681ea3abcb01a3785dff60a244eef970945a,bb0d274f61aaac8e9a481b4278c6a9052d384d43f482d4aae4016c66db1503e6
kitti,yolo11x,int8-entropy,gaussian_noise,1,0.7082145237106435,0.6476893115999057,0.0605252121107378,7213f4b6b725f817815baf2ccff9b68d632b35dcfdb4addc99f314301d55e9c9,1392bda1fd652f08026969afcc21f2af9b096e31e3eb320dc4a6fba546aae20a
kitti,yolo11x,fp8,gaussian_noise,1,0.7225778021304365,0.6517873374457068,0.07079046468472971,746bc19eeb62421adf2e600ea618681ea3abcb01a3785dff60a244eef970945a,1f210631ea0837cdeb9c3242b9a58569479459547caf1838ead3de608ef9484e
kitti,yolo11x,int8-entropy,gaussian_noise,3,0.7082145237106435,0.35595295708999514,0.3522615666206484,7213f4b6b725f817815baf2ccff9b68d632b35dcfdb4addc99f314301d55e9c9,5a179f888eba6101805ccae7b31e3cbb2e67c3db3076f2973049feaccecb318e
kitti,yolo11x,fp8,gaussian_noise,3,0.7225778021304365,0.3454164966656351,0.3771613054648014,746bc19eeb62421adf2e600ea618681ea3abcb01a3785dff60a244eef970945a,78ab6912292f7d09ff940d73f24f74fc037d1879158e349bed547a00d66f261d
kitti,yolo11x,int8-entropy,gaussian_noise,5,0.7082145237106435,0.04425280054244886,0.6639617231681947,7213f4b6b725f817815baf2ccff9b68d632b35dcfdb4addc99f314301d55e9c9,b74b257089b65ea8bc1bcf613f4d9561c3ba9e14fcff111d3d960c0ee2b1445b
kitti,yolo11x,fp8,gaussian_noise,5,0.7225778021304365,0.03428124528791547,0.6882965568425211,746bc19eeb62421adf2e600ea618681ea3abcb01a3785dff60a244eef970945a,b183d70da5ff96ff7095f42371e1006953e0a3cef83648eb04cc63f22e51903e
kitti,yolo11x,int8-entropy,jpeg,1,0.7082145237106435,0.7055091659217384,0.0027053577889051272,7213f4b6b725f817815baf2ccff9b68d632b35dcfdb4addc99f314301d55e9c9,48f3f080c1d0902eec2c22d796f5611f031a1bad55266a861816a733f27dcd02
kitti,yolo11x,fp8,jpeg,1,0.7225778021304365,0.7203107424669855,0.0022670596634510876,746bc19eeb62421adf2e600ea618681ea3abcb01a3785dff60a244eef970945a,f2c61fbdd4367874225e16b9a678634fc311630b7f90f40715d0df0294a647e2
kitti,yolo11x,int8-entropy,jpeg,3,0.7082145237106435,0.7052808508252757,0.002933672885367833,7213f4b6b725f817815baf2ccff9b68d632b35dcfdb4addc99f314301d55e9c9,f42d5ea2058832c74aeb1e8f3e37a91c1b15281f96645a31bdd5b2366c9980c2
kitti,yolo11x,fp8,jpeg,3,0.7225778021304365,0.7139585081780688,0.008619293952367713,746bc19eeb62421adf2e600ea618681ea3abcb01a3785dff60a244eef970945a,e8844a24291cfa80f68112c6701318f1dbd75e09794a638fc369311f60421980
kitti,yolo11x,int8-entropy,jpeg,5,0.7082145237106435,0.6795074687789361,0.028707054931707443,7213f4b6b725f817815baf2ccff9b68d632b35dcfdb4addc99f314301d55e9c9,ed42f624de93fdf80ebf6c47b630e7cc89837aac9653fbb597b3dd76c83f38c0
kitti,yolo11x,fp8,jpeg,5,0.7225778021304365,0.6861577119251637,0.036420090205272815,746bc19eeb62421adf2e600ea618681ea3abcb01a3785dff60a244eef970945a,e1f04d41d0da3642da36582a58ebb509166b8f80e57d2bc74e8cde2ebbdfec02
kitti,yolo11x,int8-entropy,motion_blur,1,0.7082145237106435,0.682881300538413,0.025333223172230523,7213f4b6b725f817815baf2ccff9b68d632b35dcfdb4addc99f314301d55e9c9,c09d6323c5e8387fc45f2d7cc06771c3369138b4d34a22c46c14880af964e046
kitti,yolo11x,fp8,motion_blur,1,0.7225778021304365,0.7046812812171485,0.017896520913288083,746bc19eeb62421adf2e600ea618681ea3abcb01a3785dff60a244eef970945a,c292dc160aec991341121dc1bb691a64c3c150bff8e8648ae7e20f9740c84d30
kitti,yolo11x,int8-entropy,motion_blur,3,0.7082145237106435,0.3194567159420236,0.38875780776861996,7213f4b6b725f817815baf2ccff9b68d632b35dcfdb4addc99f314301d55e9c9,29eb80ed406afb35f19c919b73434c00cce17e025d1098e74fa56cfb49cd23f2
kitti,yolo11x,fp8,motion_blur,3,0.7225778021304365,0.3391781478506163,0.38339965427982026,746bc19eeb62421adf2e600ea618681ea3abcb01a3785dff60a244eef970945a,21c106a46f10edf699de1157f7da576ecce742bd0d4ca63f16dea5cd7b933a17
kitti,yolo11x,int8-entropy,motion_blur,5,0.7082145237106435,0.07258535287632407,0.6356291708343195,7213f4b6b725f817815baf2ccff9b68d632b35dcfdb4addc99f314301d55e9c9,01c9db3ae503a627b4b74f705db7b1e67a078195ee8400b51a5d08197aaa6713
kitti,yolo11x,fp8,motion_blur,5,0.7225778021304365,0.07517541744896357,0.6474023846814729,746bc19eeb62421adf2e600ea618681ea3abcb01a3785dff60a244eef970945a,1b48b8754e4d25e2d5dd431b243f3736de084aac3646e2bdd2239ab743305bc1
tt100k,yolo11m,int8-entropy,fog,1,0.5297389092562125,0.5174954714755426,0.01224343778066983,6cfafaf35914f5ae6df80cb3dbd7b7f5cf306f8beb25b16a2780c04a47ba3860,6bdf112fa976692d4556f2512b2c170a8a0d8c9b540492351250931c1e6ab2a4
tt100k,yolo11m,fp8,fog,1,0.5440375798440837,0.5395124862392309,0.00452509360485287,5bf32ba8f18be074afd1a56d4983bdd10d242721ef221df1a321654153bc0016,4b51a80e22736d85e21a59ebc749ae8794fa6b58ffb694df8d2424f25feb6510
tt100k,yolo11m,int8-entropy,fog,3,0.5297389092562125,0.5160479408866551,0.01369096836955741,6cfafaf35914f5ae6df80cb3dbd7b7f5cf306f8beb25b16a2780c04a47ba3860,43e0bea1c92bd3058822e9c160d19742b7d5def399497f702e6ab9e16002dfe4
tt100k,yolo11m,fp8,fog,3,0.5440375798440837,0.5431576876438313,0.000879892200252419,5bf32ba8f18be074afd1a56d4983bdd10d242721ef221df1a321654153bc0016,85aeebff8338ea2fc8e5e382c1d8e3a2117a7c259b56b8ff2a30db29e45b7f22
tt100k,yolo11m,int8-entropy,fog,5,0.5297389092562125,0.5110232354751412,0.018715673781071307,6cfafaf35914f5ae6df80cb3dbd7b7f5cf306f8beb25b16a2780c04a47ba3860,994bb497d06984e3f28a353f9fc329ca51f958a4c79507c9125f8b82976f0a4c
tt100k,yolo11m,fp8,fog,5,0.5440375798440837,0.5412164270733637,0.002821152770720037,5bf32ba8f18be074afd1a56d4983bdd10d242721ef221df1a321654153bc0016,ce9e4868453ac4b2fb60c64f07fe32768db10c3c096d98f2da6af79357b7b67a
tt100k,yolo11m,int8-entropy,gaussian_noise,1,0.5297389092562125,0.4749345785129889,0.05480433074322355,6cfafaf35914f5ae6df80cb3dbd7b7f5cf306f8beb25b16a2780c04a47ba3860,b55f3d71477ad085ded9526d0a7bcd7524d78d36c684e05406a28426d5229f66
tt100k,yolo11m,fp8,gaussian_noise,1,0.5440375798440837,0.5174081970205501,0.026629382823533665,5bf32ba8f18be074afd1a56d4983bdd10d242721ef221df1a321654153bc0016,95398117966d2033749abd2129254c548e9f0f2943977eeb6d031663a7bef346
tt100k,yolo11m,int8-entropy,gaussian_noise,3,0.5297389092562125,0.27101503965061857,0.2587238696055939,6cfafaf35914f5ae6df80cb3dbd7b7f5cf306f8beb25b16a2780c04a47ba3860,a3db7060a5952273a37181c4909584cacbc508addfa1c94ccbc6e73ebb2c7f0b
tt100k,yolo11m,fp8,gaussian_noise,3,0.5440375798440837,0.2998237617557333,0.24421381808835047,5bf32ba8f18be074afd1a56d4983bdd10d242721ef221df1a321654153bc0016,a2d5b1c62250a61c78b293ea29c2118681363fd96165d188d15f8bb2d3963d57
tt100k,yolo11m,int8-entropy,gaussian_noise,5,0.5297389092562125,0.07704253119478065,0.4526963780614318,6cfafaf35914f5ae6df80cb3dbd7b7f5cf306f8beb25b16a2780c04a47ba3860,f5685e747ef17aab216143b258267d060d3040f48311634d42e73dff28f6c787
tt100k,yolo11m,fp8,gaussian_noise,5,0.5440375798440837,0.07928306507828223,0.46475451476580154,5bf32ba8f18be074afd1a56d4983bdd10d242721ef221df1a321654153bc0016,0224f9d612e675f5506dbc4accaabb83d1607bc0ba8ee4b55a4ddc405f7f1dd8
tt100k,yolo11m,int8-entropy,jpeg,1,0.5297389092562125,0.5115798278293985,0.018159081426813994,6cfafaf35914f5ae6df80cb3dbd7b7f5cf306f8beb25b16a2780c04a47ba3860,ca127f2e773a12eca125289864af06824daf0584843cbed362c5a57ef4192551
tt100k,yolo11m,fp8,jpeg,1,0.5440375798440837,0.5351353799761642,0.008902199867919514,5bf32ba8f18be074afd1a56d4983bdd10d242721ef221df1a321654153bc0016,29f63af07f53e3793f2ed76a00158cf96c8954eb072f21b59d06f548f16173dc
tt100k,yolo11m,int8-entropy,jpeg,3,0.5297389092562125,0.5243147907733117,0.005424118482900808,6cfafaf35914f5ae6df80cb3dbd7b7f5cf306f8beb25b16a2780c04a47ba3860,0fe9d1344e2dad97701fc4290fc5d9158c041fe3e95603831c476b58dd8f7050
tt100k,yolo11m,fp8,jpeg,3,0.5440375798440837,0.54531463953272,-0.0012770596886362284,5bf32ba8f18be074afd1a56d4983bdd10d242721ef221df1a321654153bc0016,c1ee5bf23156d843d48eb1f28a6736acd0a96e52e6ec00e74ea32fa878ff7d82
tt100k,yolo11m,int8-entropy,jpeg,5,0.5297389092562125,0.41781479039314784,0.11192411886306464,6cfafaf35914f5ae6df80cb3dbd7b7f5cf306f8beb25b16a2780c04a47ba3860,9a916dad81effab2107567c61730990c8147c7fc4c2aff876391586bf1f15662
tt100k,yolo11m,fp8,jpeg,5,0.5440375798440837,0.40308281870975765,0.1409547611343261,5bf32ba8f18be074afd1a56d4983bdd10d242721ef221df1a321654153bc0016,658d6956e3354a0131daf2b63b58b70a89b019cf3caceec6631ccba8f4632da9
tt100k,yolo11m,int8-entropy,motion_blur,1,0.5297389092562125,0.48770574833201247,0.04203316092420001,6cfafaf35914f5ae6df80cb3dbd7b7f5cf306f8beb25b16a2780c04a47ba3860,27683a1ea5a34129b6f1b9fb48276a14ebfea74587d614c9e4ec503df31c3f06
tt100k,yolo11m,fp8,motion_blur,1,0.5440375798440837,0.5050613459593802,0.038976233884703504,5bf32ba8f18be074afd1a56d4983bdd10d242721ef221df1a321654153bc0016,d5ad9eddb16fa500fdfb85572cd65aae4dcc777047158f8eb16c2f6dd17819ea
tt100k,yolo11m,int8-entropy,motion_blur,3,0.5297389092562125,0.1825093056693504,0.34722960358686206,6cfafaf35914f5ae6df80cb3dbd7b7f5cf306f8beb25b16a2780c04a47ba3860,3ce4cd3643f4bece04e064007bb84498865f2c772f61ab906c254452f8e5be73
tt100k,yolo11m,fp8,motion_blur,3,0.5440375798440837,0.20051520112523746,0.3435223787188463,5bf32ba8f18be074afd1a56d4983bdd10d242721ef221df1a321654153bc0016,3b1996a5a98f250e0bb758e39930298f68ae501597825803513b811cc9b7a1ac
tt100k,yolo11m,int8-entropy,motion_blur,5,0.5297389092562125,0.04218473406354522,0.48755417519266725,6cfafaf35914f5ae6df80cb3dbd7b7f5cf306f8beb25b16a2780c04a47ba3860,2dfd7b415f6d277935ac62c3889b0db64311b93d2b364040753c4d10e72679bf
tt100k,yolo11m,fp8,motion_blur,5,0.5440375798440837,0.053916048035356455,0.4901215318087273,5bf32ba8f18be074afd1a56d4983bdd10d242721ef221df1a321654153bc0016,b21bcd315c2b3ae8949e9ed397afbd5a465309952e1721ce535c584e612f95f4
tt100k,yolo11n,int8-entropy,fog,1,0.2528884376265647,0.2478630337825841,0.005025403843980619,027e6a4f0164d36649ac25be2e1a3f6df251524d3afdd0fe28fb9990c10284a4,a1f39ad507cdba712eb73dfdaf1513a01d6c27c131fd37c186ccca0d122ef43b
tt100k,yolo11n,fp8,fog,1,0.26406703382376434,0.2670601602307441,-0.0029931264069797403,1275eeac930ae3cf817fe8fc5fe83947ba1e8e26ca2e0087618f537165dd88ef,b4a7b65fc153262874e5e8991f4bdfa4e98b906c8702e8754a78d9ac44c844f0
tt100k,yolo11n,int8-entropy,fog,3,0.2528884376265647,0.24703338754549642,0.0058550500810682915,027e6a4f0164d36649ac25be2e1a3f6df251524d3afdd0fe28fb9990c10284a4,aee332573f69c7d749c835e6f86c1db99396afe202b02b96937fac08576b2dbf
tt100k,yolo11n,fp8,fog,3,0.26406703382376434,0.26098858346724435,0.0030784503565199905,1275eeac930ae3cf817fe8fc5fe83947ba1e8e26ca2e0087618f537165dd88ef,23844caa3d6dd585d233a3e2057ab4d987d328efc18917844a88a9ee703f1e7f
tt100k,yolo11n,int8-entropy,fog,5,0.2528884376265647,0.2436494323528117,0.009239005273753015,027e6a4f0164d36649ac25be2e1a3f6df251524d3afdd0fe28fb9990c10284a4,c9fe0d2d3afda65c724ee31f54c4afae48524c3c1db37d2e999ec5cc3f5ccd41
tt100k,yolo11n,fp8,fog,5,0.26406703382376434,0.2537826570458367,0.01028437677792765,1275eeac930ae3cf817fe8fc5fe83947ba1e8e26ca2e0087618f537165dd88ef,9cf37f2105304ea23e468087ce1c5b0e080c9dc1f21d1c12b2959be9a439637d
tt100k,yolo11n,int8-entropy,gaussian_noise,1,0.2528884376265647,0.23891380650871072,0.013974631117853992,027e6a4f0164d36649ac25be2e1a3f6df251524d3afdd0fe28fb9990c10284a4,79483d50982991a52fc6cd7ea35f75a48cb2179d6cad75775b1112ce859465d0
tt100k,yolo11n,fp8,gaussian_noise,1,0.26406703382376434,0.2527277199742204,0.011339313849543953,1275eeac930ae3cf817fe8fc5fe83947ba1e8e26ca2e0087618f537165dd88ef,2b9295d2082e2d2ce33460e6490baa843d4a39434f7caab25ea9710927d60fd6
tt100k,yolo11n,int8-entropy,gaussian_noise,3,0.2528884376265647,0.15892028617797632,0.09396815144858839,027e6a4f0164d36649ac25be2e1a3f6df251524d3afdd0fe28fb9990c10284a4,daf5e71e97d1ab07c9bdd571531cbb6ca507425a773c726c2f761fd8f32b8c2f
tt100k,yolo11n,fp8,gaussian_noise,3,0.26406703382376434,0.1726601215372786,0.09140691228648573,1275eeac930ae3cf817fe8fc5fe83947ba1e8e26ca2e0087618f537165dd88ef,51e57942e749b8fe92ebac20038990cd296faa82e9515180fef3d1444d0f181c
tt100k,yolo11n,int8-entropy,gaussian_noise,5,0.2528884376265647,0.05634872850158233,0.19653970912498236,027e6a4f0164d36649ac25be2e1a3f6df251524d3afdd0fe28fb9990c10284a4,08e6d2d9d039e2bcde80d73caf745c3b79c81210af44ec65c8e84a7baf5cf570
tt100k,yolo11n,fp8,gaussian_noise,5,0.26406703382376434,0.06035697355348266,0.20371006027028168,1275eeac930ae3cf817fe8fc5fe83947ba1e8e26ca2e0087618f537165dd88ef,7e984b1b0cec8f93ba62110e01f864d7efeb69aeaae78c1878737ca7ce387176
tt100k,yolo11n,int8-entropy,jpeg,1,0.2528884376265647,0.2568355450130522,-0.003947107386487514,027e6a4f0164d36649ac25be2e1a3f6df251524d3afdd0fe28fb9990c10284a4,c62d7b0cfb2e5e0055b5f1fdf2a83c3eb810fc295c861197163f81bce4b785a9
tt100k,yolo11n,fp8,jpeg,1,0.26406703382376434,0.26702942177351935,-0.0029623879497550076,1275eeac930ae3cf817fe8fc5fe83947ba1e8e26ca2e0087618f537165dd88ef,56389f8efe6ef067f6cdf7a9ee0346501153c45f5d4ac5e5da8b3bd261505226
tt100k,yolo11n,int8-entropy,jpeg,3,0.2528884376265647,0.24727901371173017,0.005609423914834544,027e6a4f0164d36649ac25be2e1a3f6df251524d3afdd0fe28fb9990c10284a4,810d407f3ade21e2fedda820e2f817719928afc2ae1b6fb8f778470f6ebc934a
tt100k,yolo11n,fp8,jpeg,3,0.26406703382376434,0.27506244072040625,-0.010995406896641913,1275eeac930ae3cf817fe8fc5fe83947ba1e8e26ca2e0087618f537165dd88ef,3a012e7a22a30d761c577effcc9dee760f4f30df9165c3b3f29f5346bc911cdc
tt100k,yolo11n,int8-entropy,jpeg,5,0.2528884376265647,0.2115807222621641,0.041307715364400616,027e6a4f0164d36649ac25be2e1a3f6df251524d3afdd0fe28fb9990c10284a4,e1ba37aeb1eba43a9b018b8e82a653f6bf86ddf20c96ccc14a824e34c9d9cfc8
tt100k,yolo11n,fp8,jpeg,5,0.26406703382376434,0.23414438993435466,0.029922643889409684,1275eeac930ae3cf817fe8fc5fe83947ba1e8e26ca2e0087618f537165dd88ef,bdd5b8f1d4a7296ff8c2b725599ad4bf2da4871644e1acd82cd3cfcff09b1d2d
tt100k,yolo11n,int8-entropy,motion_blur,1,0.2528884376265647,0.2222059567944212,0.030682480832143505,027e6a4f0164d36649ac25be2e1a3f6df251524d3afdd0fe28fb9990c10284a4,c8c34d3c246c387200c48cd1d6b058212aefbd7281f5940a821cfb8b715b797b
tt100k,yolo11n,fp8,motion_blur,1,0.26406703382376434,0.2366321977961006,0.02743483602766375,1275eeac930ae3cf817fe8fc5fe83947ba1e8e26ca2e0087618f537165dd88ef,bf23d1eb3d7a25a14c56105549a7c5ed48ad7b4606f7473d432c04bbd667afa8
tt100k,yolo11n,int8-entropy,motion_blur,3,0.2528884376265647,0.07344728333028376,0.17944115429628094,027e6a4f0164d36649ac25be2e1a3f6df251524d3afdd0fe28fb9990c10284a4,4694c8eb7ff5156de91f1bdee9f4f674ffdd0034e69cde108e87ad55e63fc4ad
tt100k,yolo11n,fp8,motion_blur,3,0.26406703382376434,0.09082326934897873,0.17324376447478562,1275eeac930ae3cf817fe8fc5fe83947ba1e8e26ca2e0087618f537165dd88ef,6e30c099683f458b64159ea75393caa124bbaa1b865b289aaa9937284e149425
tt100k,yolo11n,int8-entropy,motion_blur,5,0.2528884376265647,0.02002533029762511,0.2328631073289396,027e6a4f0164d36649ac25be2e1a3f6df251524d3afdd0fe28fb9990c10284a4,aa8f0a6d36f9d51b3942d4d71ce172f323871753ee434c25ad4fced965a68daa
tt100k,yolo11n,fp8,motion_blur,5,0.26406703382376434,0.03090328883815034,0.233163744985614,1275eeac930ae3cf817fe8fc5fe83947ba1e8e26ca2e0087618f537165dd88ef,593f09a26b99fe9e38526db7d4b70d5e694ebdc7c789fd766aa6995962e1e94b
tt100k,yolo11x,int8-entropy,fog,1,0.5601833348733681,0.5544677649572934,0.005715569916074692,effe415754d05f3fc275b56d7b23c2c19bebd6b3aa905325a8345729c102917f,6b9b1727b0a3440ea46a86436eef81abcea8a974a1a7040523f767bb75c7d43c
tt100k,yolo11x,fp8,fog,1,0.5609765738139392,0.5693409143232805,-0.008364340509341317,4f6984cb4d1670f659ad5d705e2137f2a9b31bbbad7668337e1392884467fce4,dcc3c11c4e8cd5df63a3b538a7a99e477641021c98e2b4c7c82ea8e36b7df326
tt100k,yolo11x,int8-entropy,fog,3,0.5601833348733681,0.5508651513024476,0.009318183570920513,effe415754d05f3fc275b56d7b23c2c19bebd6b3aa905325a8345729c102917f,53b6688d5e78e8c99fd42768d5116640a03b31ef93eab96d38d6a646f662da4c
tt100k,yolo11x,fp8,fog,3,0.5609765738139392,0.5592263855640608,0.0017501882498783816,4f6984cb4d1670f659ad5d705e2137f2a9b31bbbad7668337e1392884467fce4,ca53cb3e26393e7b3ede68a5e9381fdab1b4ca86597e04715934a9ad10b316e7
tt100k,yolo11x,int8-entropy,fog,5,0.5601833348733681,0.5414188003265602,0.01876453454680793,effe415754d05f3fc275b56d7b23c2c19bebd6b3aa905325a8345729c102917f,d41d1a673bca438afacf26c0ca1b769af1b7bfc12083059796f45c64e1f73f1c
tt100k,yolo11x,fp8,fog,5,0.5609765738139392,0.5599117389814149,0.0010648348325242862,4f6984cb4d1670f659ad5d705e2137f2a9b31bbbad7668337e1392884467fce4,fb5b8f5ab50f56a910579763bd8da016af8f824a6ec1340e3449a536b9e97065
tt100k,yolo11x,int8-entropy,gaussian_noise,1,0.5601833348733681,0.5105114145297424,0.049671920343625775,effe415754d05f3fc275b56d7b23c2c19bebd6b3aa905325a8345729c102917f,5bc1fad23cc4a40e65c556310da4a8d9d95c41abd205a08930c9c478d3e33884
tt100k,yolo11x,fp8,gaussian_noise,1,0.5609765738139392,0.5282921588272607,0.03268441498667851,4f6984cb4d1670f659ad5d705e2137f2a9b31bbbad7668337e1392884467fce4,72fc0a0145c47d8d68d754ae6793aef2bfe7840f66cec5798c009d66cd29af7b
tt100k,yolo11x,int8-entropy,gaussian_noise,3,0.5601833348733681,0.3061683335198046,0.25401500135356353,effe415754d05f3fc275b56d7b23c2c19bebd6b3aa905325a8345729c102917f,a9dc1218308503517e1f2f3ef84a9565b4812fc8717ecb4a7b4ef930f596fd3f
tt100k,yolo11x,fp8,gaussian_noise,3,0.5609765738139392,0.32784439878684873,0.23313217502709044,4f6984cb4d1670f659ad5d705e2137f2a9b31bbbad7668337e1392884467fce4,4b21d3c125665d1593c13c4fbae38b58ec8ce807981d443a73176965fe672f78
tt100k,yolo11x,int8-entropy,gaussian_noise,5,0.5601833348733681,0.0674978086837427,0.49268552618962547,effe415754d05f3fc275b56d7b23c2c19bebd6b3aa905325a8345729c102917f,4a985f93c37bb3650460b1b68692dc10d9ccca62464a7174b4dd5524d8f0f828
tt100k,yolo11x,fp8,gaussian_noise,5,0.5609765738139392,0.07042677256730004,0.49054980124663916,4f6984cb4d1670f659ad5d705e2137f2a9b31bbbad7668337e1392884467fce4,10a0ad3e2abaa8fa7d774ca3d960df795783f6e12715f57c9e8572310899ae23
